lwmainid,DR_Num,Arizona_Statute_Code,Charge_Description,Attempted_Or_Completed,Report_Date,Date_Occurred,Time_Occurred,Date_Found,Time_Found,District,Beat,Zone,Officer,Location,City,State,Case_Status_Code,Case_Status_Description
668559,22-16440  ,13-1204A2,Agg Assault-Deadly Weapon/Dangerous Instrument,Completed,08/18/2022,08/18/2022,1825,08/18/2022,1825,D2,07,1002,"Silva, A.  (1545)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
668560,22-16441  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/18/2022,08/18/2022,1759,08/18/2022,1759,D3,11,2804,"Hranek, N.  (1562)",E Mountain View Rd,Scottsdale,AZ,LFF,Long Form Filed
668561,22-16442  ,13-2310A,Fraudulent Schemes/Artifices,Completed,08/18/2022,08/10/2022,1200,08/18/2022,1747,D1,02,412,"Iwan, M.  (B1603)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
668562,22-16443  ,13-1203A2,Assault-Cause Fear of Physical Injury,Completed,08/18/2022,08/18/2022,1825,08/18/2022,1825,D4,17,3406,"Scott, H.  (1580)",E Redfield Rd,Scottsdale,AZ,LFF,Long Form Filed
668563,22-16444  ,13-1802A3,Theft-Obtain By Misrepresent,Completed,08/18/2022,08/18/2022,1037,08/18/2022,1037,D4,19,3801,"Teeter, E.  (1180)",E Princess DR,Scottsdale,AZ,INAC,Inactive
668565,22-16446  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/18/2022,08/18/2022,2025,08/18/2022,2025,D2,07,1002,"Krasznai, A.  (1618)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
668566,22-16447  ,13-1802A1,Theft -- Other Larceny,Completed,08/18/2022,01/01/2022,0001,08/18/2022,1826,D2,06,906,"Iwan, M.  (B1603)",N 78th St,Scottsdale,AZ,INAC,Inactive
668567,22-16448  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/18/2022,08/18/2022,2133,08/18/2022,2133,D1,01,302,"Judd, P.  (1232)",E Enterprise DR / N Innovation Pl,Scottsdale,AZ,CBA,Cleared By Arrest
668568,22-16449  ,13-1602A1,Criminal Damage-Deface,Completed,08/18/2022,08/18/2022,0730,08/18/2022,1800,D1,01,101,"Gomez, A.  (1586)",N 72nd Pl,Scottsdale,AZ,INAC,Inactive
668569,22-16450  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/18/2022,08/18/2022,2259,08/18/2022,2259,D2,06,904,"Llanez, J.  (1544)",E Indian Pz,Scottsdale,AZ,CBA,Cleared By Arrest
668570,22-16451  ,13-1602A1,Criminal Damage-Deface,Completed,08/18/2022,08/18/2022,2353,08/18/2022,2353,D4,17,3406,"Fogg, W.  (1561)",E Redfield Rd,Scottsdale,AZ,LFF,Long Form Filed
668571,22-16452  ,13-2412A,Refuse to Provide Truthful Name,,08/18/2022,08/18/2022,2302,08/18/2022,2302,D1,04,703,"Faulkner, C.  (1572)",N 66th St,Scottsdale,AZ,CBA,Cleared By Arrest
668572,22-16453  ,28-1381A2,DUI-BAC of .08 or More,Completed,08/18/2022,08/18/2022,2356,08/18/2022,2356,D2,07,805,"Cappucci, A.  (1132)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668573,22-16454  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/19/2022,08/19/2022,0011,08/19/2022,0011,D2,05,907,"Judd, P.  (1232)",N Hayden Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668574,22-16455  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,08/19/2022,08/19/2022,0016,08/19/2022,0016,,99,99,"Farner, K.  (1584)",E McKellips Rd / N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
668575,22-16456  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/19/2022,08/19/2022,0111,08/19/2022,0111,3,,0,"English, K.  (1140)",E Princess DR,Phoenix,AZ,CBA,Cleared By Arrest
668576,22-16457  ,13-1203A3,Assault-Touched to Injure,Completed,08/19/2022,08/19/2022,0127,08/19/2022,0127,D2,06,904,"Biland, M.  (1547)",N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
668577,22-16458  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/19/2022,08/19/2022,0120,08/19/2022,0120,D2,07,1002,"Roadifer, M.  (1573)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668578,22-16459  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,08/19/2022,08/19/2022,0042,08/19/2022,0042,D2,07,804,"Romero, A.  (1599)",E Main St,Scottsdale,AZ,INAC,Inactive
668579,22-16460  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/19/2022,0157,08/19/2022,0157,D3,13,3007,"Fleming, A.  (1568)",E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668580,22-16461  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,08/19/2022,08/19/2022,0330,08/19/2022,0330,D1,04,703,"Rivera, C.  (1593)",N 68th St,Scottsdale,AZ,INAC,Inactive
668581,22-16462  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,08/19/2022,08/19/2022,0300,08/19/2022,0300,D3,12,3006,"Marienau, R.  (1467)",L101 / E Shea Bl,Scottsdale,AZ,LFF,Long Form Filed
668582,22-16463  ,28-3473A,Suspended/Revoked D.L.,Completed,08/19/2022,08/19/2022,0621,08/19/2022,0621,D4,19,3701,"Boesen, R.  (1335)",N Greenway-Hayden Loop,Scottsdale,AZ,CBA,Cleared By Arrest
668584,22-16465  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,08/19/2022,08/18/2022,1500,08/19/2022,0240,D4,15,3501,"Wolken, C.  (B1725)",E Greenway Rd,Scottsdale,AZ,INAC,Inactive
668585,22-16466  ,IMPOUND,Impound Property,Completed,08/19/2022,08/19/2022,0548,08/19/2022,0548,D2,06,905,"Shollock, K.  (1597)",N Drinkwater Bl,Scottsdale,AZ,INAC,Inactive
668587,22-16468  ,IMPOUND,Impound Property,Completed,08/18/2022,08/18/2022,1635,08/18/2022,1635,D4,20,4701,"Pedersen, J.  (1459)",E Palo Brea DR,Scottsdale,AZ,INAC,Inactive
668588,22-16469  ,13-1506A1,Burglary - Motor Vehicle,Completed,08/19/2022,08/18/2022,1800,08/19/2022,0730,D4,19,3801,"Large, M.  (1466)",E Princess DR,Scottsdale,AZ,INAC,Inactive
668590,22-16471  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,08/19/2022,08/19/2022,1010,08/19/2022,1010,D4,15,3602,"Meyer, A.  (1450)",N 78th St / E Frank Lloyd Wright Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668591,22-16473  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/19/2022,0854,08/19/2022,0854,D4,17,3404,"Good, A.  (1360)",N Frank Lloyd Wright Bl,Scottsdale,AZ,INAC,Inactive
668592,22-16474  ,13-2008A,Taking Identity of Another,Completed,08/19/2022,08/11/2022,0000,08/19/2022,1018,D4,18,3407,"Owens, J.  (1419)",E Kora Ln,Scottsdale,AZ,INAC,Inactive
668593,22-16475  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,08/19/2022,08/19/2022,0030,08/19/2022,1050,D2,07,804,"Browning, D.  (1594)",E 2nd St,Scottsdale,AZ,INAC,Inactive
668594,22-16476  ,13-1802A1,Theft -- Other Larceny,Completed,08/19/2022,08/17/2022,1300,08/19/2022,1030,D2,08,2102,"Wolken, C.  (B1725)",E Vista DR,Scottsdale,AZ,INAC,Inactive
668595,22-16477  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/19/2022,08/19/2022,1123,08/19/2022,1123,D3,11,2804,"Dittman, D.  (1146)",N Arabian Tr / E Mountain View Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668596,22-16479  ,13-1506A1,Burglary - Motor Vehicle,Attempted,08/19/2022,08/19/2022,1141,08/19/2022,1141,D1,04,703,"Mathis, C.  (1578)",N 66th St,Scottsdale,AZ,INAC,Inactive
668597,22-16480  ,DEATH,Death Investigation,Completed,08/19/2022,08/19/2022,1227,08/19/2022,1227,D2,06,1003,"Hathaway, W.  (850)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
668598,22-16481  ,IMPOUND,Impound Property,Completed,08/19/2022,08/19/2022,1125,08/19/2022,1125,D3,13,2908,"JOhnson, V.  (1281)",N 90th St,Scottsdale,AZ,INAC,Inactive
668600,22-16482  ,IMPOUND,Impound Property,Completed,08/19/2022,08/18/2022,1300,08/19/2022,0724,D3,09,2305,"Mitchell, M.  (1296)",N 82nd St,Scottsdale,AZ,INAC,Inactive
668601,22-16483  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/19/2022,1202,08/19/2022,1209,D1,02,609,"Wolken, C.  (B1725)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
668602,22-16484  ,IMPOUND,Impound Property,Completed,08/19/2022,08/19/2022,1337,08/19/2022,1337,D4,16,3402,"Arietta, J.  (1525)",N Hayden Rd / E Redfield Rd,Scottsdale,AZ,INAC,Inactive
668604,22-16487  ,13-2008A,Taking Identity of Another,Completed,08/19/2022,05/01/2022,1253,08/19/2022,1253,D3,14,3118,"Valenzuela, C.  (1248)",E Desert Trail Rd,Scottsdale,AZ,INAC,Inactive
668607,22-16488  ,WARRANT,Warrant - Fel - Other Jurisdiction,Completed,08/19/2022,08/19/2022,1335,08/19/2022,1335,D2,06,806,"Martinez, N.  (1454)",E Osborn Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668608,22-16489  ,13-1406A,Sexual Assault-Male Offender/Female Victim,Completed,08/19/2022,07/01/2013,2200,08/31/2013,0700,D1,01,305,"Stremlau, J.  (1641)",E Culver St,Scottsdale,AZ,ACTI,Further Investigation
668609,22-16490  ,13-1819A1,Theft - Organized Retail,Completed,08/19/2022,08/19/2022,1515,08/19/2022,1515,D4,15,3601,"Arietta, J.  (1525)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668610,22-16491  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/05/2022,1445,08/05/2022,1530,D2,07,1002,"Wolken, C.  (B1725)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
668611,22-16494  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/19/2022,1622,08/19/2022,1622,D4,15,3501,"Bayfield, J.  (1612)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668612,22-16496  ,28-1381A2,DUI-BAC of .08 or More,Completed,08/19/2022,08/19/2022,1725,08/19/2022,1725,D3,14,2915,"Livingston, T.  (1576)",N 124th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668612,22-16496  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/19/2022,08/19/2022,1725,08/19/2022,1725,D3,14,2915,"Livingston, T.  (1576)",N 124th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668612,22-16496  ,28-1382A2,Extreme DUI-BAC .20 or More,Completed,08/19/2022,08/19/2022,1725,08/19/2022,1725,D3,14,2915,"Livingston, T.  (1576)",N 124th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668612,22-16496  ,28-1383A5,Aggravated DUI-Wrong Way On Highway,Completed,08/19/2022,08/19/2022,1725,08/19/2022,1725,D3,14,2915,"Livingston, T.  (1576)",N 124th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668612,22-16496  ,28-1382A1,Extreme DUI-BAC .15 or More,Completed,08/19/2022,08/19/2022,1725,08/19/2022,1725,D3,14,2915,"Livingston, T.  (1576)",N 124th St / E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
668614,22-16497  ,13-1203A3,Assault-Touched to Injure,Completed,08/19/2022,08/19/2022,1741,08/19/2022,1741,D2,07,903,"Llanez, J.  (1544)",E Stetson DR,Scottsdale,AZ,CBA,Cleared By Arrest
668615,22-16498  ,13-1203A3,Assault-Touched to Injure,Completed,08/19/2022,08/19/2022,1739,08/19/2022,1739,D2,06,904,"Rohlfs, J.  (1614)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
668616,22-16501  ,13-1802A3,Theft-Obtain By Misrepresent,Attempted,08/19/2022,08/19/2022,1518,08/19/2022,1518,D1,03,704,"Marks, D.  (1617)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
668617,22-16502  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,08/19/2022,08/19/2022,1840,08/19/2022,1840,D4,15,3401,"Bayfield, J.  (1612)",E Acoma DR / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668619,22-16505  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,08/19/2022,08/17/2022,1200,08/19/2022,1800,D2,07,1001,"Krasznai, A.  (1618)",N 68th St,Scottsdale,AZ,INAC,Inactive
668620,22-16506  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/19/2022,08/19/2022,2005,08/19/2022,2005,D3,13,2908,"Ryan, M.  (1468)",N 90th St,Scottsdale,AZ,LFF,Long Form Filed
668621,22-16507  ,13-1203A3,Assault-Touched to Injure,Completed,08/19/2022,08/19/2022,1921,08/19/2022,1921,D1,04,703,"Ibarra, R.  (1615)",E Avalon DR,Scottsdale,AZ,CBA,Cleared By Arrest
668622,22-16509  ,4-244.9,Under 18 Possess/Consume Liquor,Completed,08/19/2022,08/19/2022,2056,08/19/2022,2056,D1,01,103,"Marks, D.  (1617)",E Roosevelt St,Scottsdale,AZ,CBA,Cleared By Arrest
668623,22-16510  ,13-1802A1,Theft -- From Vehicle,Completed,08/19/2022,08/19/2022,1658,08/19/2022,1658,D3,14,3117,"Juarez, A.  (1622)",E Sahuaro DR,Scottsdale,AZ,INAC,Inactive
668624,22-16511  ,13-1602A1,Criminal Damage-Deface,Completed,08/19/2022,08/19/2022,2100,08/19/2022,2144,D2,06,905,"Gomez, A.  (1586)",N Brown Av,Scottsdale,AZ,CBA,Cleared By Arrest
668625,22-16512  ,WARRANT,Warrant - Fel - Other Jurisdiction,Completed,08/19/2022,08/19/2022,2110,08/19/2022,2110,D2,06,809,"Ibarra, R.  (1615)",N Carhill Av,Scottsdale,AZ,CBA,Cleared By Arrest
668626,22-16513  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,08/19/2022,08/19/2022,2217,08/19/2022,2217,D3,11,2907,"Cariveau, M.  (1603)",L101 Sb / E Mountain View Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668629,22-16515  ,13-1402A,Indecent Exposure,Completed,08/19/2022,08/19/2022,2252,08/19/2022,2252,D2,06,806,"Romero, A.  (1599)",N Brown Av / E Main St,Scottsdale,AZ,INAC,Inactive
668632,22-16516  ,4-244.20,Liquor-Consume In Public,Completed,08/19/2022,08/19/2022,2310,08/19/2022,2310,D2,06,904,"Attarpour, K.  (1288)",N 75th St,Scottsdale,AZ,CBA,Cleared By Arrest
668634,22-16518  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,08/19/2022,08/19/2022,2242,08/19/2022,2242,D1,03,705,"Fisher, R.  (1462)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668635,22-16519  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/19/2022,08/19/2022,2323,08/19/2022,2323,D1,02,409,"Clore, M.  (1472)",E Hubbell St,Scottsdale,AZ,CBA,Cleared By Arrest
668636,22-16520  ,13-1802A1,Theft -- Other Larceny,Completed,08/20/2022,08/20/2022,0033,08/20/2022,0033,D2,06,904,"Vattuone, D.  (1493)",N 75th St,Scottsdale,AZ,INAC,Inactive
668637,22-16522  ,13-1802A1,Theft -- From Vehicle,Completed,08/19/2022,08/19/2022,1600,08/19/2022,1645,D3,13,2908,"Marienau, R.  (1467)",N 90th St,Scottsdale,AZ,INAC,Inactive
668638,22-16521  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/20/2022,08/20/2022,0046,08/20/2022,0046,D2,06,904,"Judd, P.  (1232)",E Shoeman Ln,Scottsdale,AZ,CBA,Cleared By Arrest
668639,22-16523  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,08/20/2022,08/20/2022,0007,08/20/2022,0007,D3,11,2902,"Willkomm, R.  (1511)",N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
668640,22-16524  ,13-3407A2,Dangerous Drug-Possess For Sale,Completed,08/20/2022,08/20/2022,0103,08/20/2022,0103,,99,99,"Farner, K.  (1584)",N Scottsdale Rd / E Weber DR,Tempe,AZ,LFF,Long Form Filed
668641,22-16525  ,ATTEMPTED SUICIDE,Attempted Suicide,Completed,08/20/2022,08/20/2022,0110,08/20/2022,0110,D1,02,712,"Huynh, T.  (1601)",E Pinchot DR,Scottsdale,AZ,INAC,Inactive
668642,22-16526  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/20/2022,08/20/2022,0151,08/20/2022,0151,D2,06,904,"Motiejunas, C.  (1438)",N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
668643,22-16527  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/20/2022,08/20/2022,0146,08/20/2022,0146,D2,07,804,"Clore, M.  (1472)",N 69th St / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
668644,22-16528  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,08/20/2022,08/20/2022,0226,08/20/2022,0226,D2,06,904,"Biland, M.  (1547)",E Indian Pz / N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
668648,22-16529  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/20/2022,08/20/2022,0443,08/20/2022,0443,D1,02,612,"Fisher, R.  (1462)",E Virginia Av,Scottsdale,AZ,CBA,Cleared By Arrest
668649,22-16530  ,28-662A1,Accidents - Fail to Stop-Damage Attended Vehicle,Completed,08/20/2022,08/20/2022,0457,08/20/2022,0457,D1,02,710,"Fisher, R.  (1462)",N 81st Pl,Scottsdale,AZ,INAC,Inactive
668650,22-16531  ,DEATH,Death Investigation,Completed,08/20/2022,08/20/2022,0524,08/20/2022,0524,D3,13,2806,"Valenzuela, C.  (1248)",N 102nd St / E Mountain View Rd,Scottsdale,AZ,ACTI,Further Investigation
668651,22-16532  ,13-1304A3,Kidnap-Death/Injury/Sex/Aid Felony,Completed,08/20/2022,08/20/2022,0518,08/20/2022,0518,D2,08,2204,"Halterman, M.  (1393)",E Montebello Av,Scottsdale,AZ,CBA,Cleared By Arrest
668652,22-16533  ,13-2904A6,Disorderly Conduct-Weapon/Instrument,Completed,08/20/2022,08/20/2022,0603,08/20/2022,0603,D2,08,2104,"Fisher, R.  (1462)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
668653,22-16535  ,13-1507A,Burglary 2nd Degree -- Residential,Attempted,08/20/2022,08/20/2022,0739,08/20/2022,0739,D4,17,3405,"Good, A.  (1360)",E Raintree DR,Scottsdale,AZ,INAC,Inactive
668654,22-16536  ,IMPOUND,Impound Property,Completed,08/20/2022,08/20/2022,0801,08/20/2022,0801,D1,01,304,"Engram Jr, B.  (882)",E Roosevelt St,Scottsdale,AZ,INAC,Inactive
668655,22-16537  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,08/20/2022,08/19/2022,1300,08/19/2022,2335,D2,06,1104,"Shollock, K.  (1597)",E Highland Av,Scottsdale,AZ,INAC,Inactive
668656,22-16538  ,13-1819A1,Theft - Organized Retail,Completed,08/20/2022,07/21/2022,0000,08/20/2022,0936,,,0,"Owens, J.  (1419)",Ocotillo Rd,Chandler,AZ,CBA,Cleared By Arrest
668657,22-16539  ,13-1506A1,Burglary - Motor Vehicle,Completed,08/20/2022,08/19/2022,2300,08/20/2022,0800,D1,03,705,"Wolken, C.  (B1725)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
668658,22-16540  ,13-1803A1,Unlawful Means Transportation-Control,Completed,08/20/2022,08/19/2022,1345,08/20/2022,0916,D3,13,3007,"Fernandez, A.  (1299)",E Desert Cove Av,Scottsdale,AZ,INAC,Inactive
668659,22-16541  ,13-1203A3,Assault-Touched to Injure,Completed,08/20/2022,08/20/2022,0919,08/20/2022,0919,D1,02,708,"Mathis, C.  (1578)",E Osborn Rd,Scottsdale,AZ,LFF,Long Form Filed
668661,22-16543  ,13-2810A2,Interfere W/Court Order-Viol Court Order,Completed,08/20/2022,08/20/2022,1024,08/20/2022,1024,D4,17,3405,"Good, A.  (1360)",E Redfield Rd,Scottsdale,AZ,LFF,Long Form Filed
668661,22-16543  ,12-994B,Violation of Court Order,Completed,08/20/2022,08/20/2022,1024,08/20/2022,1024,D4,17,3405,"Good, A.  (1360)",E Redfield Rd,Scottsdale,AZ,LFF,Long Form Filed
668662,22-16544  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/20/2022,08/20/2022,1017,08/20/2022,1018,D3,13,2908,"Fernandez, A.  (1299)",N 90th St,Scottsdale,AZ,INAC,Inactive
668663,22-16545  ,13-1814A1,Theft of Means of Transportation,Completed,08/20/2022,08/19/2022,1630,08/20/2022,1000,D2,07,1101,"Wolken, C.  (B1725)",N 68th St,Scottsdale,AZ,INAC,Inactive
668664,22-16547  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,08/20/2022,06/25/2022,0000,08/20/2022,1033,D1,01,301,"O`Malley, I.  (1510)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
668665,22-16548  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,08/20/2022,08/20/2022,1142,08/20/2022,1142,D3,12,3107,"Garcia, M.  (1243)",E El Rancho DR,Scottsdale,AZ,CBA,Cleared By Arrest
668666,22-16550  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/20/2022,08/20/2022,1256,08/20/2022,1256,D1,02,609,"Farkas, E.  (1529)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
668667,22-16551  ,IMPOUND,Impound Property,Completed,08/20/2022,08/20/2022,1302,08/20/2022,1302,D4,17,3207,"Scott, H.  (1580)",N 88th Wy,Scottsdale,AZ,INAC,Inactive
668668,22-16552  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,08/20/2022,08/20/2022,1328,08/20/2022,1328,D4,18,3905,"Large, M.  (1466)",N Pima Rd / E Via Del Sol,Scottsdale,AZ,CBA,Cleared By Arrest
668669,22-16553  ,13-1805A1,Shoplifting-Removal of Goods,Completed,08/20/2022,08/20/2022,1343,08/20/2022,1343,D4,16,3605,"Arietta, J.  (1525)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
668670,22-16554  ,13-1506A1,Burglary 3rd Degree -- From Locker,Completed,08/20/2022,08/13/2022,1200,08/20/2022,1300,D1,03,705,"Wolken, C.  (B1725)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
668671,22-16555  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,08/20/2022,08/20/2022,1419,08/20/2022,1419,D4,18,3906,"Large, M.  (1466)",N Pima Rd / E Via Del Sol,Scottsdale,AZ,CBA,Cleared By Arrest
668672,22-16556  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,08/20/2022,08/20/2022,1345,08/20/2022,1345,D1,03,706,"Neese, T.  (1581)",E Osborn Rd / N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
668673,22-16549  ,28-664A2,Accidents - Fail to Locate Owner,Completed,08/20/2022,08/20/2022,0945,08/20/2022,1005,D3,12,3004,"Egan, L.  (B1736)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
668674,22-16557  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,08/20/2022,08/20/2022,1446,08/20/2022,1446,D4,18,3905,"Large, M.  (1466)",N Pima Rd / E Via Del Sol,Scottsdale,AZ,CBA,Cleared By Arrest
668676,22-16558  ,28-665A1,Accident-Strike Fixture-Fail to Stop/Notify Owner,Completed,08/20/2022,08/20/2022,1534,08/20/2022,1534,D4,18,3802,"Kiter, S.  (B1410)",N Pima Rd,Scottsdale,AZ,INAC,Inactive
668677,22-16559  ,13-1204A1,Agg Assault-Serious Physical Injury,Completed,08/20/2022,08/19/2022,2200,08/19/2022,2300,D1,01,105,"Leyba, B.  (1536)",E Roosevelt St,Scottsdale,AZ,INAC,Inactive
668678,22-16560  ,ATTEMPTED SUICIDE,Attempted Suicide,Completed,08/20/2022,08/20/2022,1623,08/20/2022,1623,D4,15,3501,"Scott, H.  (1580)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
668679,22-16561  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/20/2022,08/20/2022,1629,08/20/2022,1629,D3,14,3119,"Juarez, A.  (1622)",N 138th Wy,Scottsdale,AZ,CBA,Cleared By Arrest
668682,22-16563  ,28-1382A1,Extreme DUI-BAC .15 or More,Completed,08/20/2022,08/20/2022,1715,08/20/2022,1715,D4,15,3203,"Cappucci, A.  (1132)",E Cactus Rd / N Hayden Rd,Scottsdale,AZ,PLR,Pending Lab Results
668683,22-16564  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,08/20/2022,08/20/2022,1730,08/20/2022,1745,D4,15,3601,"Phillips, D.  (1521)",E Bell Rd / N Scottsdale Rd,Scottsdale,AZ,ACTI,Further Investigation
668684,22-16565  ,13-1506A1,Burglary - Motor Vehicle,Completed,08/20/2022,08/20/2022,1839,08/20/2022,1839,D2,08,2104,"Leyba, B.  (1536)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
668685,22-16566  ,13-1506A1,Burglary - Motor Vehicle,Completed,08/20/2022,08/20/2022,1515,08/20/2022,1800,D4,18,3408,"Arietta, J.  (1525)",N 91st St,Scottsdale,AZ,INAC,Inactive
668687,22-16568  ,13-1204A8E,Agg Assault-Health Care Prof-- Minor or No Injury,Completed,08/20/2022,08/20/2022,2004,08/20/2022,2004,D3,13,2908,"Cariveau, M.  (1603)",E Shea Bl,Scottsdale,AZ,LFF,Long Form Filed
668688,22-16570  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,08/20/2022,08/20/2022,1930,08/20/2022,1949,D4,18,3407,"Phillips, D.  (1521)",E Caribbean Ln,Scottsdale,AZ,CBE,Cleared By Exception
668690,22-16572  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,08/20/2022,08/12/2022,1934,08/12/2022,1934,D1,03,705,"Iwan, M.  (B1603)",N 70th St,Scottsdale,AZ,ACTI,Further Investigation
668692,22-16574  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,08/20/2022,08/20/2022,2048,08/20/2022,2048,D2,06,1103,"Marks, D.  (1617)",E Thornwood DR,Scottsdale,AZ,CBA,Cleared By Arrest
668693,22-16575  ,13-1602A1,Criminal Damage-Deface,Completed,08/20/2022,08/20/2022,2058,08/20/2022,2058,D4,19,3801,"Abernethy, C.  (1631)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
668695,22-16576  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,08/20/2022,08/20/2022,1930,08/20/2022,2125,D1,02,412,"Huynh, T.  (1601)",N Granite Reef Rd,Scottsdale,AZ,LFP,Long Form Pending
668697,22-16578  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,08/20/2022,08/20/2022,2157,08/20/2022,2157,D1,02,709,"Judd, P.  (1232)",N Hayden Rd / E Osborn Rd,Scottsdale,AZ,CBA,Cleared By Arrest
